task,system,query_id,product_type,relevant_count,ranking_depth,mrr,first_relevant_rank,recall@1,hit@1,ndcg@1,recall@5,hit@5,ndcg@5,recall@10,hit@10,ndcg@10,recall@50,hit@50,ndcg@50
image,faiss_flat,image_B077TS36ZT,shoes,1,1000,0.05555555555555555,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.23540891336663824
image,numpy_exact,image_B07845R279,mineral_supplement,1,1000,0.16666666666666666,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222
image,faiss_flat,image_B07845R279,mineral_supplement,1,1000,0.16666666666666666,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222
image,numpy_exact,image_B078GQPL6F,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B078GQPL6F,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B078GTQ7PW,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B078GTQ7PW,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B078LDMG2M,keyboards,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B078LDMG2M,keyboards,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B078S7XFZV,home_furniture_and_decor,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B078S7XFZV,home_furniture_and_decor,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B078WV3FFT,table,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B078WV3FFT,table,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B079145Y2X,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B079145Y2X,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07924DZPS,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07924DZPS,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B079G96L4L,boot,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B079G96L4L,boot,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B079MDGBFP,skin_moisturizer,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B079MDGBFP,skin_moisturizer,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B079PFP5ML,beauty,1,1000,0.0020833333333333333,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,faiss_flat,image_B079PFP5ML,beauty,1,1000,0.0020833333333333333,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,numpy_exact,image_B079TR4R8V,medication,1,1000,0.3333333333333333,3,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
image,faiss_flat,image_B079TR4R8V,medication,1,1000,0.3333333333333333,3,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
image,numpy_exact,image_B079TYWMMY,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B079TYWMMY,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B079WR2ZN2,herb,1,1000,0.047619047619047616,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.22424382421757544
image,faiss_flat,image_B079WR2ZN2,herb,1,1000,0.047619047619047616,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.22424382421757544
image,numpy_exact,image_B079Y6RT8P,electric_fan,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B079Y6RT8P,electric_fan,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07B4G612M,sofa,1,1000,0.25,4,0.0,0.0,0.0,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306
image,faiss_flat,image_B07B4G612M,sofa,1,1000,0.25,4,0.0,0.0,0.0,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306
image,numpy_exact,image_B07B4L562J,home_furniture_and_decor,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07B4L562J,home_furniture_and_decor,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07B4MF2NL,sofa,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07B4MF2NL,sofa,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07B4MTFL8,sofa,1,1000,0.25,4,0.0,0.0,0.0,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306
image,faiss_flat,image_B07B4MTFL8,sofa,1,1000,0.25,4,0.0,0.0,0.0,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306
image,numpy_exact,image_B07B4YQWZ4,rug,1,1000,0.5,2,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575
image,faiss_flat,image_B07B4YQWZ4,rug,1,1000,0.5,2,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575
image,numpy_exact,image_B07B4Z3B7Q,headboard,1,1000,0.5,2,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575
image,faiss_flat,image_B07B4Z3B7Q,headboard,1,1000,0.5,2,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575
image,numpy_exact,image_B07B4Z6Q2W,headboard,1,1000,0.5,2,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575
image,faiss_flat,image_B07B4Z6Q2W,headboard,1,1000,0.5,2,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575
image,numpy_exact,image_B07B6HH3DW,fineearring,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07B6HH3DW,fineearring,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07B6LDFX4,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07B6LDFX4,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07BC9XZZ6,razor_blade_cartridge,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07BC9XZZ6,razor_blade_cartridge,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07BDZMGCM,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07BDZMGCM,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07BF2YJ1C,coffee,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07BF2YJ1C,coffee,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07BL6KHG5,legume,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07BL6KHG5,legume,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07BQFHBKQ,cleaning_agent,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07BQFHBKQ,cleaning_agent,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07BWJD1V4,sofa,1,1000,0.09090909090909091,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.27894294565112987
image,faiss_flat,image_B07BWJD1V4,sofa,1,1000,0.09090909090909091,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.27894294565112987
image,numpy_exact,image_B07BWK59KD,sofa,1,1000,0.25,4,0.0,0.0,0.0,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306
image,faiss_flat,image_B07BWK59KD,sofa,1,1000,0.25,4,0.0,0.0,0.0,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306
image,numpy_exact,image_B07BZP7T1G,portable_electronic_device_mount,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07BZP7T1G,portable_electronic_device_mount,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07CB5GN5S,chair,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07CB5GN5S,chair,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07CBBHTHT,herb,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07CBBHTHT,herb,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07CRMB477,chair,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07CRMB477,chair,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07D2PWFGT,office_products,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07D2PWFGT,office_products,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07D41WSJJ,kitchen,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07D41WSJJ,kitchen,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07D5LH17L,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07D5LH17L,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07D5R59ML,office_products,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07D5R59ML,office_products,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07D7GJH9L,finenecklacebraceletanklet,1,1000,0.01818181818181818,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,faiss_flat,image_B07D7GJH9L,finenecklacebraceletanklet,1,1000,0.01818181818181818,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,numpy_exact,image_B07D7PG1FG,fineearring,1,1000,0.09090909090909091,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.27894294565112987
image,faiss_flat,image_B07D7PG1FG,fineearring,1,1000,0.09090909090909091,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.27894294565112987
image,numpy_exact,image_B07D9J2NLP,home,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07D9J2NLP,home,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07DB8V5PB,ottoman,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07DB8V5PB,ottoman,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07DB92HJ9,stool_seating,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07DB92HJ9,stool_seating,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07DBDY58B,lamp,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07DBDY58B,lamp,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07DBHKFZP,light_fixture,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07DBHKFZP,light_fixture,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07DJHCR3L,shoes,1,1000,0.06666666666666667,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25
image,faiss_flat,image_B07DJHCR3L,shoes,1,1000,0.06666666666666667,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25
image,numpy_exact,image_B07DJQ4RCB,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07DJQ4RCB,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07DJW7QSF,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07DJW7QSF,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07DSTZFJR,charging_adapter,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07DSTZFJR,charging_adapter,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07DTFBDTL,lamp,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07DTFBDTL,lamp,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07DVRNR7N,chair,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07DVRNR7N,chair,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07DW5LBJV,home_furniture_and_decor,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07DW5LBJV,home_furniture_and_decor,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07DYXRM1F,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07DYXRM1F,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07F1DBMT7,protein_supplement_powder,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07F1DBMT7,protein_supplement_powder,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07F2H2G49,grocery,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07F2H2G49,grocery,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07F8WWBZY,clothes_hanger,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07F8WWBZY,clothes_hanger,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07FFVSH9T,leotard,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07FFVSH9T,leotard,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07FGH5HDR,home_furniture_and_decor,1,1000,0.5,2,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575
image,faiss_flat,image_B07FGH5HDR,home_furniture_and_decor,1,1000,0.5,2,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575
image,numpy_exact,image_B07FK36B1S,shoes,1,1000,0.125,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.31546487678572877,1.0,1.0,0.31546487678572877
image,faiss_flat,image_B07FK36B1S,shoes,1,1000,0.125,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.31546487678572877,1.0,1.0,0.31546487678572877
image,numpy_exact,image_B07FM471XX,home_bed_and_bath,1,1000,0.07692307692307693,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.26264953503719357
image,faiss_flat,image_B07FM471XX,home_bed_and_bath,1,1000,0.07692307692307693,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.26264953503719357
image,numpy_exact,image_B07FQP4CBP,home_furniture_and_decor,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07FQP4CBP,home_furniture_and_decor,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07FQQ47XM,home_bed_and_bath,1,1000,0.2,5,0.0,0.0,0.0,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163
image,faiss_flat,image_B07FQQ47XM,home_bed_and_bath,1,1000,0.2,5,0.0,0.0,0.0,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163
image,numpy_exact,image_B07FW6YLL1,dairy_based_cream,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07FW6YLL1,dairy_based_cream,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07FWLL9YX,grocery,1,1000,0.001447178002894356,691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,faiss_flat,image_B07FWLL9YX,grocery,1,1000,0.001447178002894356,691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,numpy_exact,image_B07G1RK3Z1,sandal,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07G1RK3Z1,sandal,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07G3LVSQ9,pet_supplies,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07G3LVSQ9,pet_supplies,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07G4W6GQ4,flat_sheet,1,1000,0.1,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2890648263178879,1.0,1.0,0.2890648263178879
image,faiss_flat,image_B07G4W6GQ4,flat_sheet,1,1000,0.1,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2890648263178879,1.0,1.0,0.2890648263178879
image,numpy_exact,image_B07GFRCZWY,desk,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07GFRCZWY,desk,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07GR3S1RR,fruit,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07GR3S1RR,fruit,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07GVVT1JB,cracker,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07GVVT1JB,cracker,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07H32LG6X,legume,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07H32LG6X,legume,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07H3VXLFK,home_bed_and_bath,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07H3VXLFK,home_bed_and_bath,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07H8T5XPT,flat_screen_display_mount,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07H8T5XPT,flat_screen_display_mount,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07HGJLHB6,luggage,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07HGJLHB6,luggage,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07HJR2VG9,teaching_equipment,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07HJR2VG9,teaching_equipment,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07HKC3RXS,light_fixture,1,1000,0.25,4,0.0,0.0,0.0,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306
image,faiss_flat,image_B07HKC3RXS,light_fixture,1,1000,0.25,4,0.0,0.0,0.0,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306
image,numpy_exact,image_B07HKFY9HM,light_fixture,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07HKFY9HM,light_fixture,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
